TE;NP;NU;Код об’єкта Кодифікатора;Категорія об’єкта Кодифікатора;Назва об’єкта Кодифікатора
3521485602;С;МАТВІЇВКА;UA35020070150061539;С;Матвіївка
3521485603;С;НАДЕЖДІВКА;UA35020070180048676;С;Надеждівка
3521485800;;НАЛИВАЙКІВСЬКА/С.НАЛИВАЙКА;UA35020070000018243;Н;Голованівська
3521485801;С;НАЛИВАЙКА;UA35020070190099160;С;Наливайка
3521486000;;ПЕРЕГОНІВСЬКА/С.ПЕРЕГОНІВКА;UA35020150000027557;Н;Перегонівська
3521486001;С;ПЕРЕГОНІВКА;UA35020150010014511;С;Перегонівка
3521486002;С;ДАВИДІВКА;UA35020150020046874;С;Давидівка
3521486003;Щ;ЛІСНЕ;UA35020150100057107;Х;Лісне
3521486004;С;ПОЛОНИСТЕ;UA35020150060082726;С;Полонисте
3521486200;;ПУШКІВСЬКА/С.ПУШКОВЕ;UA35020190000025203;Н;Побузька
3521486201;С;ПУШКОВЕ;UA35020190080035751;С;Пушкове
3521486203;С;ОДАЯ;UA35020190070018070;С;Одая
3521486300;;РОЗДОЛЬСЬКА/С.РОЗДОЛ;UA35020070000018243;Н;Голованівська
3521486301;С;РОЗДОЛ;UA35020070240093697;С;Роздол
3521486500;;РОЗКІШНЕНСЬКА/С.РОЗКІШНЕ;UA35020070000018243;Н;Голованівська
3521486501;С;РОЗКІШНЕ;UA35020070250063656;С;Розкішне
3521486502;С;КОСТЯНТИНІВКА;UA35020070090012446;С;Костянтинівка
3521486503;С;МАРИНОПІЛЬ;UA35020070130023779;С;Маринопіль
3521486504;С;МАР'ЯНІВКА;UA35020070140069866;С;Мар’янівка
3521486505;С;НОВОСІЛКА;UA35020070210023035;С;Новосілка
3521487000;;СВІРНІВСЬКА/С.СВІРНЕВЕ;UA35020070000018243;Н;Голованівська
3521487001;С;СВІРНЕВЕ;UA35020070260082067;С;Свірневе
3521487002;С;ЗЕЛЕНА БАЛКА;UA35020070060076137;С;Зелена Балка
3521487003;С;НОВОГОЛОВАНІВСЬК;UA35020070200075464;С;Новоголованівськ
3521487004;С;ОЛЕКСІЇВКА;UA35020070230040780;С;Олексіївка
3521487300;;СЕМИДУБСЬКА/С.СЕМИДУБИ;UA35020150000027557;Н;Перегонівська
3521487301;С;СЕМИДУБИ;UA35020150070068960;С;Семидуби
3521487700;;ТРОЯНСЬКА/С.ТРОЯНКА;UA35020070000018243;Н;Голованівська
3521487701;С;ТРОЯНКА;UA35020070270083497;С;Троянка
3521488300;;ШЕПИЛІВСЬКА/С.ШЕПИЛОВЕ;UA35020070000018243;Н;Голованівська
3521488301;С;ШЕПИЛОВЕ;UA35020070290084965;С;Шепилове
3521488302;С;ОЛЕКСАНДРІВКА;UA35020070220056316;С;Олександрівка
3521700000;;ДОБРОВЕЛИЧКІВСЬКИЙ РАЙОН/СМТ ДОБРОВЕЛИЧКІВКА;UA35060000000086172;Р;Новоукраїнський
3521710000;;МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ДОБРОВЕЛИЧКІВСЬКОГО Р-НУ;UA35060000000086172;Р;Новоукраїнський
3521710300;М;ПОМІЧНА;UA35060190010082095;M;Помічна
3521755000;;СЕЛИЩА МІСЬКОГО ТИПУ ДОБРОВЕЛИЧКІВСЬКОГО Р-НУ;UA35060000000086172;Р;Новоукраїнський
3521755100;Т;ДОБРОВЕЛИЧКІВКА;UA35060050010069539;T;Добровеличківка
3521755101;С;ВАРВАРО-ОЛЕКСАНДРІВКА;UA35060050050058864;С;Варваро-Олександрівка
3521755102;С;МАР'ЇВКА;UA35060050150047060;С;Мар’ївка
3521780000;;СІЛЬРАДИ ДОБРОВЕЛИЧКІВСЬКОГО Р-НУ;UA35060000000086172;Р;Новоукраїнський
3521780300;;ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА;UA35060050000025668;Н;Добровеличківська
3521780301;С;ОЛЕКСАНДРІВКА;UA35060050240036343;С;Олександрівка
3521780302;С;БОГОДАРІВКА;UA35060050030073801;С;Богодарівка
3521780600;;ОЛЕКСІЇВСЬКА/С.ОЛЕКСІЇВКА;UA35060170000071056;Н;Піщанобрідська
3521780601;С;ОЛЕКСІЇВКА;UA35060170150046761;С;Олексіївка
3521780602;С;КИРИЛІВКА;UA35060170050073045;С;Кирилівка
3521780800;;БРАТОЛЮБІВСЬКА/С.БРАТОЛЮБІВКА;UA35060050000025668;Н;Добровеличківська
3521780801;С;БРАТОЛЮБІВКА;UA35060050040063845;С;Братолюбівка
3521780803;С;ВОРОБ'ЇВКА;UA35060050090048336;С;Вороб’ївка
3521780805;С;НОВОВІКТОРІВКА;UA35060050180069437;С;Нововікторівка
3521781000;;ГАЇВСЬКА/С.ГАЇВКА;UA35060250000057436;Н;Тишківська
3521781001;С;ГАЇВКА;UA35060250050054389;С;Гаївка
3521781003;С;ВІРНЕ;UA35060250040062242;С;Вірне
3521781005;С;НОВОТИШКІВКА;UA35060250070076529;С;Новотишківка
3521781006;С;ОСИКОВЕ;UA35060250080054388;С;Осикове
3521781200;;ГЛИНЯНСЬКА/С.ГЛИНЯНЕ;UA35060170000071056;Н;Піщанобрідська
3521781201;С;ГЛИНЯНЕ;UA35060170040029646;С;Глиняне
3521781202;С;МІЖКОЛОДЯЖНЕ;UA35060170110097137;С;Міжколодяжне
3521781203;С;НОВОГЛИНЯНЕ;UA35060170130098691;С;Новоглиняне
3521781500;;ГНАТІВСЬКА/С.ГНАТІВКА;UA35060050000025668;Н;Добровеличківська
3521781501;С;ГНАТІВКА;UA35060050100050531;С;Гнатівка
3521781503;С;МИХАЙЛІВКА;UA35060050170085357;С;Михайлівка
3521781505;С;НОВОМИКОЛАЇВКА;UA35060050210083243;С;Новомиколаївка
3521781900;;ДРУЖЕЛЮБІВСЬКА/С.ДРУЖЕЛЮБІВКА;UA35060050000025668;Н;Добровеличківська
3521781901;С;ДРУЖЕЛЮБІВКА;UA35060050120045721;С;Дружелюбівка
3521781902;С;ВАСИЛІВКА;UA35060050060023789;С;Василівка
3521781903;С;ОЛЕКСАНДРО-ЗАВАДСЬКЕ;UA35060050260077285;С;Олександро-Завадське
3521781904;С;СКОПІЇВКА;UA35060050270078810;С;Скопіївка
3521781905;С;ШЕВЧЕНКА;UA35060050300098487;С;Шевченка
3521782400;;КАРБІВСЬКА/С.КАРБІВКА;UA35060050000025668;Н;Добровеличківська
3521782401;С;КАРБІВКА;UA35060050130092758;С;Карбівка
3521782700;;ЛИПНЯЗЬКА/С.ЛИПНЯЖКА;UA35060050000025668;Н;Добровеличківська
3521782701;С;ЛИПНЯЖКА;UA35060050140030980;С;Липняжка
3521782702;С;ВОДЯНЕ;UA35060050070021505;С;Водяне
3521782703;С;ВОЛОДИМИРІВКА;UA35060050080081187;С;Володимирівка
3521783000;;ЛЮБОМИРСЬКА/С.ЛЮБОМИРКА;UA35060170000071056;Н;Піщанобрідська
3521783001;С;ЛЮБОМИРКА;UA35060170080077479;С;Любомирка
3521783002;С;ВІКНЯНЕ;UA35060170030040890;С;Вікняне
3521783003;С;КОКОЛОВЕ;UA35060170060072621;С;Коколове
3521783500;;МАРКІВСЬКА/С.МАРКОВЕ;UA35060050000025668;Н;Добровеличківська
3521783501;С;МАРКОВЕ;UA35060050160016250;С;Маркове
3521783503;С;АНАТОЛІВКА;UA35060050020075027;С;Анатолівка
3521784000;;МИКОЛАЇВСЬКА/С.МИКОЛАЇВКА;UA35060170000071056;Н;Піщанобрідська
3521784001;С;МИКОЛАЇВКА;UA35060170100014541;С;Миколаївка
3521784002;С;НОВОПЕТРІВКА;UA35060170140025338;С;Новопетрівка
3521784400;;НОВОЛУТКІВСЬКА/С.НОВОЛУТКІВКА;UA35060050000025668;Н;Добровеличківська
3521784401;С;НОВОЛУТКІВКА;UA35060050200080975;С;Новолутківка
3521784402;С;ДОБРОТИМОФІЇВКА;UA35060050110030328;С;Добротимофіївка
3521784403;С;ОЛЕКСАНДРО-АКАЦАТОВЕ;UA35060050250057293;С;Олександро-Акацатове
3521784800;;ПЕРЧУНІВСЬКА/С.ПЕРЧУНОВЕ;UA35060170000071056;Н;Піщанобрідська
3521784801;С;ПЕРЧУНОВЕ;UA35060170170042695;С;Перчунове
3521784802;С;СМІЛИВЕ;UA35060170180038964;С;Сміливе
3521785300;;ПІЩАНОБРІДСЬКА/С.ПІЩАНИЙ БРІД;UA35060170000071056;Н;Піщанобрідська
3521785301;С;ПІЩАНИЙ БРІД;UA35060170010049604;С;Піщаний Брід
3521785302;С;ВЕСНЯНКА;UA35060170020089747;С;Веснянка
3521785303;С;КРИКУНКА;UA35060170070071804;С;Крикунка
3521785305;С;НОВА КОВАЛІВКА;UA35060170120069380;С;Нова Ковалівка
3521785306;С;ПЕРЕМОГА;UA35060170160065685;С;Перемога
3521785700;;ТЕРНІВСЬКА/С.ТЕРНОВЕ;UA35060050000025668;Н;Добровеличківська
3521785701;С;ТЕРНОВЕ;UA35060050280028065;С;Тернове
3521785702;С;НОВОСТАНКУВАТА;UA35060050230030230;С;Новостанкувата
3521786000;;ТИШКІВСЬКА/С.ТИШКІВКА;UA35060250000057436;Н;Тишківська
3521786001;С;ТИШКІВКА;UA35060250010051036;С;Тишківка
3521786002;С;АНДРІЇВКА;UA35060250020078948;С;Андріївка
3521786003;С;БОГДАНІВКА;UA35060250030013472;С;Богданівка
3521786300;;ТРОЯНСЬКА/С.ТРОЯНИ;UA35060050000025668;Н;Добровеличківська
3521786301;С;ТРОЯНИ;UA35060050290097313;С;Трояни
3521786302;С;НОВОДОБРЯНКА;UA35060050190064048;С;Новодобрянка
3521786303;С;НОВООДЕСА;UA35060050220065276;С;Новоодеса
3521786700;;ФЕДОРІВСЬКА/С.ФЕДОРІВКА;UA35060250000057436;Н;Тишківська
3521786701;С;ФЕДОРІВКА;UA35060250110091594;С;Федорівка
3521786702;С;НОВОМИХАЙЛІВКА;UA35060250060061343;С;Новомихайлівка
3521786703;С;ПОКАЗОВЕ;UA35060250090013460;С;Показове
3521786704;С;ПОПІВКА;UA35060250100067584;С;Попівка
3521786800;;ЧЕРВОНОПОЛЯНСЬКА/С.ЧЕРВОНА ПОЛЯНА;UA35060170000071056;Н;Піщанобрідська
3521786801;С;ЧЕРВОНА ПОЛЯНА;UA35060170190088218;С;Червона Поляна
3521786803;С;МИКІЛЬСЬКЕ;UA35060170090013026;С;Микільське
3521786805;С;ЯКИМІВКА;UA35060170200076518;С;Якимівка
3521787000;;ЮР'ЇВСЬКА/С.ЮР'ЇВКА;UA35060050000025668;Н;Добровеличківська
3521787001;С;ЮР'ЇВКА;UA35060050310030900;С;Юр’ївка
3521900000;;ДОЛИНСЬКИЙ РАЙОН/М.ДОЛИНСЬКА;UA35040000000034705;Р;Кропивницький
3521910000;;МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ ДОЛИНСЬКОГО Р-НУ;UA35040000000034705;Р;Кропивницький
3521910100;М;ДОЛИНСЬКА;UA35040110010034377;M;Долинська
3521910101;С;СТЕПОВЕ;UA35040110260069469;С;Степове
3521955000;;СЕЛИЩА МІСЬКОГО ТИПУ ДОЛИНСЬКОГО Р-НУ;UA35040000000034705;Р;Кропивницький
3521955400;Т;МОЛОДІЖНЕ;UA35040110020050757;Т;Молодіжне
3521980000;;СІЛЬРАДИ ДОЛИНСЬКОГО Р-НУ;UA35040000000034705;Р;Кропивницький
3521980400;;ОЛЕКСАНДРІВСЬКА/С.ОЛЕКСАНДРІВКА;UA35040110000055821;Н;Долинська
3521980401;С;ОЛЕКСАНДРІВКА;UA35040110220094166;С;Олександрівка
3521980402;С;НОВОМИХАЙЛІВКА;UA35040110180088284;С;Новомихайлівка
3521980403;С;НОВОШЕВЧЕНКОВЕ;UA35040110210032785;С;Новошевченкове
3521980700;;БОГДАНІВСЬКА/С.БОГДАНІВКА;UA35040110000055821;Н;Долинська
3521980701;С;БОГДАНІВКА;UA35040110050023837;С;Богданівка
3521980702;С;БРАТСЬКИЙ ПОСАД;UA35040110060050590;С;Братський Посад
3521980703;С;ВИШНЕВЕ;UA35040110070093620;С;Вишневе
3521980704;С;ГОРДИНІВКА;UA35040110080023718;С;Гординівка
3521980705;С;ЗГОДА;UA35040110090065734;С;Згода
3521980706;С;КАТЕРИНІВКА;UA35040110100019782;С;Катеринівка
3521980707;С;МАРФІВКА;UA35040110130069444;С;Марфівка
3521980708;С;НОВОДАНИЛІВКА;UA35040110170065351;С;Новоданилівка
3521980709;С;ОЧЕРЕТЯНЕ;UA35040110230043941;С;Очеретяне
3521980710;С;СЛАВНЕ;UA35040110250020190;С;Славне
3521980711;С;ФАЛЬКОВЕ;UA35040110280013232;С;Фалькове
3521980800;;БРАТОЛЮБІВСЬКА/С.БРАТОЛЮБІВКА;UA35040070000034432;Н;Гурівська
3521980801;С;БРАТОЛЮБІВКА;UA35040070040091290;С;Братолюбівка
3521980802;С;ДУБРОВИНЕ;UA35040070090047928;С;Дубровине
3521981300;;ВАРВАРІВСЬКА/С.ВАРВАРІВКА;UA35040070000034432;Н;Гурівська
3521981301;С;ВАРВАРІВКА;UA35040070050024101;С;Варварівка
3521981302;С;СИТАЄВЕ;UA35040070150085337;С;Ситаєве
3521981900;;ВАСИЛІВСЬКА/С.ВАСИЛІВКА;UA35040070000034432;Н;Гурівська
3521981901;С;ВАСИЛІВКА;UA35040070060077432;С;Василівка
3521982500;;ГУРІВСЬКА/С.ГУРІВКА;UA35040070000034432;Н;Гурівська
3521982501;С;ГУРІВКА;UA35040070010077848;С;Гурівка
3521982502;С;БЛАГОДАТНЕ;UA35040070020083993;С;Благодатне
3521983000;;ІВАНІВСЬКА/С.ІВАНІВКА;UA35040070000034432;Н;Гурівська
3521983001;С;ІВАНІВКА;UA35040070110024826;С;Іванівка
3521983002;С;ВЕСЕЛІ БОКОВЕНЬКИ;UA35040070070015466;С;Веселі Боковеньки
3521983003;С;ЗЕЛЕНИЙ ГАЙ;UA35040070100056069;С;Зелений Гай
3521983004;С;НАГІРНЕ;UA35040070120067919;С;Нагірне
3521983005;С;НИКИФОРІВКА;UA35040070130033637;С;Никифорівка
3521984400;;БОКІВСЬКА/С.БОКОВЕ;UA35040070000034432;Н;Гурівська
3521984401;С;БОКОВЕ;UA35040070030015270;С;Бокове
3521984403;С;ГАННІВКА;UA35040070080034952;С;Ганнівка
3521984600;;ЛАВРІВСЬКА/С.ЛАВРІВКА;UA35040110000055821;Н;Долинська
3521984601;С;ЛАВРІВКА;UA35040110110088092;С;Лаврівка
3521984900;;МАЛОВОДЯНСЬКА/С.МАЛОВОДЯНЕ;UA35040110000055821;Н;Долинська
3521984901;С;МАЛОВОДЯНЕ;UA35040110120025271;С;Маловодяне
3521984905;С;ПИСАНКА;UA35040110240094779;С;Писанка
3521984908;С;ЧЕРВОНЕ ОЗЕРО;UA35040110300094749;С;Червоне Озеро
3521985600;;НОВООЛЕКСАНДРІВСЬКА/С.НОВООЛЕКСАНДРІВКА;UA35040110000055821;Н;Долинська
3521985601;С;НОВООЛЕКСАНДРІВКА;UA35040110190096655;С;Новоолександрівка
3521985603;С;ФЕДОРО-ШУЛІЧИНЕ;UA35040110290039263;С;Федоро-Шулічине
3521986400;;НОВОГРИГОРІВСЬКА ДРУГА/С.НОВОГРИГОРІВКА ДРУГА;UA35040110000055821;Н;Долинська
3521986401;С;НОВОГРИГОРІВКА ДРУГА;UA35040110150076407;С;Новогригорівка Друга
3521986900;;НОВОГРИГОРІВСЬКА ПЕРША/С.НОВОГРИГОРІВКА ПЕРША;UA35040110000055821;Н;Долинська
3521986901;С;НОВОГРИГОРІВКА ПЕРША;UA35040110160048706;С;Новогригорівка Перша
3521986905;С;ШИРОКА БАЛКА;UA35040110310023685;С;Широка Балка
3521987400;;ПЕРШОТРАВНЕВА/С-ЩЕ ПЕРШОТРАВНЕВЕ;UA35040110000055821;Н;Долинська
3521987401;Щ;ПЕРШОТРАВНЕВЕ;UA35040110320060933;Х;Першотравневе
3521987402;С;МИРНЕ;UA35040110140054706;С;Мирне
3521987500;;ПИШНЕНСЬКА/С.ПИШНЕ;UA35040070000034432;Н;Гурівська
3521987501;С;ПИШНЕ;UA35040070140075921;С;Пишне
3521987503;С;ЧЕРВОНЕ;UA35040070160066337;С;Червоне
3521987600;;БЕРЕЗІВСЬКА/С.БЕРЕЗІВКА;UA35040110000055821;Н;Долинська
3521987601;С;БЕРЕЗІВКА;UA35040110040049527;С;Березівка
3521987603;С;АНТОНІВКА;UA35040110030059835;С;Антонівка
3521987800;;СУХОДІЛЬСЬКА/С.СУХОДІЛЬСЬКЕ;UA35040110000055821;Н;Долинська
3521987801;С;СУХОДІЛЬСЬКЕ;UA35040110270093859;С;Суходільське
3521987802;С;НОВОСАВИЦЬКЕ;UA35040110200089271;С;Новосавицьке
3522200000;;ЗНАМ'ЯНСЬКИЙ РАЙОН/М.ЗНАМ'ЯНКА;Розірваний район*;;
3522280000;;СІЛЬРАДИ ЗНАМ'ЯНСЬКОГО Р-НУ;Розірвано*;;
